RMSE_Score,Prediction
0.08939327234941521,ANOMALY
0.09444551983057878,ANOMALY
0.1074377197938175,ANOMALY
0.0764215941991287,ANOMALY
0.008621033743536516,NORMAL
0.002502444156884076,NORMAL
0.0047982963411320415,NORMAL
0.10508464234416118,ANOMALY
0.00570518873467347,NORMAL
0.005127692296086024,NORMAL
0.04106916627947446,ANOMALY
0.037531417841708964,ANOMALY
0.010319634742387064,NORMAL
0.14308018353177177,ANOMALY
0.03777595547851388,ANOMALY
0.004025061596512791,NORMAL
0.005547706024120549,NORMAL
0.003447694377157131,NORMAL
0.00578857998506744,NORMAL
0.004970292539660907,NORMAL
0.001032777359008769,NORMAL
0.005198826128405068,NORMAL
0.0038794652690762764,NORMAL
0.009978970156477036,NORMAL
0.08252302559342045,ANOMALY
0.1477055148382119,ANOMALY
0.08252822670405162,ANOMALY
0.14566527415431318,ANOMALY
0.003288204057922524,NORMAL
0.0063512171103968385,NORMAL
0.005445642642707548,NORMAL
0.0033148195221013887,NORMAL
0.006297272057168275,NORMAL
0.003013293733616694,NORMAL
0.004996499772168839,NORMAL
0.0034611323937406534,NORMAL
0.005671554301835773,NORMAL
0.005416403964905918,NORMAL
0.005607046727655789,NORMAL
0.004958876370662058,NORMAL
0.004996499772168839,NORMAL
0.005006297304178043,NORMAL
0.0748538821806941,ANOMALY
0.005407190449742981,NORMAL
0.006318611608924245,NORMAL
0.004968053861648197,NORMAL
0.004563706095475601,NORMAL
0.009474111694123924,NORMAL
0.005425877262446171,NORMAL
0.0054117653264630595,NORMAL
0.005071404481441407,NORMAL
0.07493449409464961,ANOMALY
0.0053938370096206605,NORMAL
0.0033148195221013887,NORMAL
0.005006297304178043,NORMAL
0.006314220288717102,NORMAL
0.003321678987551847,NORMAL
0.006356157687963535,NORMAL
0.0054356200882406435,NORMAL
0.00943555033129036,NORMAL
0.0062698179473483955,NORMAL
0.0067395446761783695,NORMAL
0.0033356540586112642,NORMAL
0.003288204057922524,NORMAL
0.003714959996368698,NORMAL
0.0030721191350441155,NORMAL
0.005196791230952136,NORMAL
0.0033148195221013887,NORMAL
0.005416403964905918,NORMAL
0.003067871871432197,NORMAL
0.005360763425395174,NORMAL
0.005006297304178043,NORMAL
0.0029170644704995356,NORMAL
0.005622385792958339,NORMAL
0.01030936792505199,NORMAL
0.14944214946052115,ANOMALY
0.08253402189059442,ANOMALY
0.1454896539204881,ANOMALY
0.004760127591903199,NORMAL
0.0059677653621194905,NORMAL
0.005967734449522352,NORMAL
0.005495225780867795,NORMAL
0.005495205773352275,NORMAL
0.00518016755596555,NORMAL
0.005495225415195643,NORMAL
0.008487869220969066,NORMAL
0.002530509566359793,NORMAL
0.005967735175803941,NORMAL
0.005390346330911271,NORMAL
0.00596773534682502,NORMAL
0.005430714357576143,NORMAL
0.005450762138335225,NORMAL
0.007910452449949349,NORMAL
0.00491783266142065,NORMAL
0.018470646885181356,NORMAL
0.006361173188049946,NORMAL
0.006755451595975058,NORMAL
0.005390401059233497,NORMAL
0.006301418873119625,NORMAL
0.0033148195221013887,NORMAL
0.0054211075422058155,NORMAL
0.003301349935141961,NORMAL
0.005390346073555717,NORMAL
0.005124448400711952,NORMAL
0.004917871572961977,NORMAL
0.0028251829832621027,NORMAL
0.0041827116942272195,NORMAL
0.004996499772168839,NORMAL
0.003131453664884804,NORMAL
0.004986862281621151,NORMAL
0.0033356540586112642,NORMAL
0.009480380037172652,NORMAL
0.0046027429468592125,NORMAL
0.004958876370662058,NORMAL
0.0056546164193286425,NORMAL
0.0065474133341858415,NORMAL
0.003838686743135426,NORMAL
0.0028509641029526318,NORMAL
0.0032753717490473827,NORMAL
0.0054211075422058155,NORMAL
0.005390344975445888,NORMAL
0.004917872422471351,NORMAL
0.0053630737482198605,NORMAL
0.07492937844877631,ANOMALY
0.005026386614407209,NORMAL
0.0054356200882406435,NORMAL
0.07419108963544874,ANOMALY
0.07001176726534517,ANOMALY
0.07006545878364094,ANOMALY
0.045019219793265,ANOMALY
0.09531551217729085,ANOMALY
0.09972057139942449,ANOMALY
0.04339937873588479,ANOMALY
0.11285342662567285,ANOMALY
0.010603579142634852,NORMAL
7.506777864778263e-06,NORMAL
0.08139502120635388,ANOMALY
0.010262377146989103,NORMAL
0.008808478960027148,NORMAL
0.10530332190124325,ANOMALY
0.08140224472030845,ANOMALY
0.08335117495716403,ANOMALY
0.14771719455324653,ANOMALY
0.14778885904512054,ANOMALY
7.893152284979454e-06,NORMAL
0.10750830584155949,ANOMALY
0.005477498106581842,NORMAL
0.00558494791005985,NORMAL
0.0069267420915684,NORMAL
0.005321760228141586,NORMAL
0.0037974127850035682,NORMAL
0.005760369335533371,NORMAL
0.006446519938017569,NORMAL
0.005244488213980134,NORMAL
0.00559956171917,NORMAL
0.005998733216046841,NORMAL
0.0031474766197151127,NORMAL
0.07424256627274964,ANOMALY
0.0031997767565247115,NORMAL
0.0033797318842543637,NORMAL
0.004585503262599408,NORMAL
0.004859380907311662,NORMAL
0.005515452005058172,NORMAL
0.00557079269788126,NORMAL
0.0038821131818333418,NORMAL
0.00578637493443059,NORMAL
0.006555592018228273,NORMAL
0.00653148056422531,NORMAL
0.015404438463277718,NORMAL
0.0052586114756431775,NORMAL
0.0021781702851549267,NORMAL
0.0033797318842543637,NORMAL
0.004795876609406243,NORMAL
0.0036722759247694295,NORMAL
0.00456723033203853,NORMAL
0.005622385792958339,NORMAL
0.003605517293066181,NORMAL
0.009445380744481386,NORMAL
0.004859380907311662,NORMAL
0.005016258384880014,NORMAL
0.0053630737482198605,NORMAL
0.0038821131818333418,NORMAL
0.005307318848881247,NORMAL
0.005461224479384361,NORMAL
0.005646357609667666,NORMAL
0.006843033971211738,NORMAL
0.006421748658983591,NORMAL
0.003695844270481856,NORMAL
0.006061447832864195,NORMAL
0.003638179947533843,NORMAL
0.005671554301835773,NORMAL
0.004696269506156154,NORMAL
0.0043004786578493825,NORMAL
0.003683974171017699,NORMAL
0.006516092643428603,NORMAL
0.0054117653264630595,NORMAL
0.0030157394989939286,NORMAL
0.009495391645934742,NORMAL
0.07387626162928951,ANOMALY
0.005698059512630694,NORMAL
0.004574407077992794,NORMAL
0.005671554301835773,NORMAL
0.003616250549891625,NORMAL
0.005663644443335208,NORMAL
0.006472961515174462,NORMAL
0.005320591564007439,NORMAL
0.018470646885181356,NORMAL
0.004578060958175542,NORMAL
0.015397856895525768,NORMAL
0.0065012252707293775,NORMAL
0.006281257106120761,NORMAL
0.005425877262446171,NORMAL
0.0072601715322848535,NORMAL
0.0029925673202991876,NORMAL
0.0052150858662257105,NORMAL
0.005617494773487163,NORMAL
0.005707200841550069,NORMAL
0.006062726586945549,NORMAL
0.0038859000923797088,NORMAL
0.009450063359461927,NORMAL
0.15577132049133882,ANOMALY
0.0029925673202991876,NORMAL
0.004059959490943761,NORMAL
0.005745392922868545,NORMAL
0.006069310233223597,NORMAL
0.005638234843360033,NORMAL
0.017892381422489723,NORMAL
0.00452147524924154,NORMAL
0.006784445543554467,NORMAL
0.00555707733075467,NORMAL
0.004923605229608112,NORMAL
0.005755366702366008,NORMAL
0.07389037189390446,ANOMALY
0.005338982362719384,NORMAL
0.004986862281621151,NORMAL
0.005411258897286717,NORMAL
0.004100798586456467,NORMAL
0.038897946158430625,ANOMALY
0.0402272449586335,ANOMALY
0.10627607626968719,ANOMALY
0.08674672174132972,ANOMALY
0.00040165667707275373,NORMAL
0.0025043291522506565,NORMAL
0.1440062873235019,ANOMALY
0.004972149374613724,NORMAL
0.0056935119284266785,NORMAL
0.00522719457700237,NORMAL
0.12690677003735462,ANOMALY
0.12671485568023594,ANOMALY
0.005174987185869354,NORMAL
0.005749023951990011,NORMAL
0.03965500091859411,ANOMALY
0.11306037959182579,ANOMALY
0.13280014824867079,ANOMALY
