RMSE_Score,Prediction,True_Label,Correct
0.007166425758320801,NORMAL,BENIGN,True
0.006399540796703914,NORMAL,BENIGN,True
0.014919438650861127,NORMAL,BENIGN,True
0.007215233179599716,NORMAL,BENIGN,True
0.05185309156550735,ANOMALY,BENIGN,False
0.006815940952621653,NORMAL,BENIGN,True
0.006366977344815926,NORMAL,BENIGN,True
0.005496233903886751,NORMAL,BENIGN,True
0.014930661550027011,NORMAL,BENIGN,True
0.006813471146533437,NORMAL,BENIGN,True
0.0054760284865840395,NORMAL,BENIGN,True
0.051858827537955586,ANOMALY,BENIGN,False
0.042533252174284095,ANOMALY,BENIGN,False
0.020057122169119247,ANOMALY,BENIGN,False
0.008180320141659998,NORMAL,BENIGN,True
0.015246094874363701,NORMAL,BENIGN,True
0.005154143661450079,NORMAL,BENIGN,True
0.004574072589051216,NORMAL,BENIGN,True
0.02058896563925657,ANOMALY,BENIGN,False
0.014408337400253539,NORMAL,BENIGN,True
0.006524750236164684,NORMAL,BENIGN,True
0.0046194884615607355,NORMAL,BENIGN,True
0.006658754439098365,NORMAL,BENIGN,True
0.004653034525560032,NORMAL,BENIGN,True
0.007461818376117318,NORMAL,BENIGN,True
0.004780143920409407,NORMAL,BENIGN,True
0.004619449207605432,NORMAL,BENIGN,True
0.00665788010215712,NORMAL,BENIGN,True
0.03310524483971388,ANOMALY,BENIGN,False
0.0045739193353524915,NORMAL,BENIGN,True
0.00457692467720386,NORMAL,BENIGN,True
0.05208111602873941,ANOMALY,BENIGN,False
0.05276556210965602,ANOMALY,BENIGN,False
0.011807579703129277,NORMAL,BENIGN,True
0.0070965242493962995,NORMAL,BENIGN,True
0.00331223049886776,NORMAL,BENIGN,True
0.007056869359325293,NORMAL,BENIGN,True
0.00678837380940211,NORMAL,BENIGN,True
0.006804749438410575,NORMAL,BENIGN,True
0.0030955114215636906,NORMAL,BENIGN,True
0.007939111948589688,NORMAL,BENIGN,True
0.0034015323661328372,NORMAL,BENIGN,True
0.0032062924954898335,NORMAL,BENIGN,True
0.00713207611014446,NORMAL,BENIGN,True
0.00649944698698462,NORMAL,BENIGN,True
0.02074146575101683,ANOMALY,BENIGN,False
0.006422380881154278,NORMAL,BENIGN,True
0.007085244873315116,NORMAL,BENIGN,True
0.018323969330833852,NORMAL,BENIGN,True
0.011775987473419573,NORMAL,BENIGN,True
0.019079482178192952,NORMAL,BENIGN,True
0.03305345941071363,ANOMALY,BENIGN,False
0.03301636223690721,ANOMALY,BENIGN,False
0.008524701150560024,NORMAL,BENIGN,True
0.008514568251936288,NORMAL,BENIGN,True
0.010177300803450385,NORMAL,BENIGN,True
0.010180667832347478,NORMAL,BENIGN,True
0.004306375787112962,NORMAL,BENIGN,True
0.007469758741528678,NORMAL,BENIGN,True
0.013913043988943274,NORMAL,BENIGN,True
0.004579074534987586,NORMAL,BENIGN,True
0.005101172957746363,NORMAL,BENIGN,True
0.006172704451235529,NORMAL,BENIGN,True
0.005867730689871518,NORMAL,BENIGN,True
0.003794045747162191,NORMAL,BENIGN,True
0.00812845120178188,NORMAL,BENIGN,True
0.006460423503482332,NORMAL,BENIGN,True
0.037628905750009704,ANOMALY,BENIGN,False
0.007237610035996399,NORMAL,BENIGN,True
0.04376605375028216,ANOMALY,BENIGN,False
0.06645724394440859,ANOMALY,BENIGN,False
0.06716119311763379,ANOMALY,BENIGN,False
0.011378421389608772,NORMAL,BENIGN,True
0.006790773946538124,NORMAL,BENIGN,True
0.03876177371067238,ANOMALY,BENIGN,False
0.003416045660958994,NORMAL,BENIGN,True
0.006034735971116953,NORMAL,BENIGN,True
0.0026096977910658255,NORMAL,BENIGN,True
0.006829544923963228,NORMAL,BENIGN,True
0.0036712652502443382,NORMAL,BENIGN,True
0.008149239240918574,NORMAL,BENIGN,True
0.04498589420841386,ANOMALY,BENIGN,False
0.007678028634827562,NORMAL,BENIGN,True
0.007225128865737091,NORMAL,BENIGN,True
0.049374786870689386,ANOMALY,BENIGN,False
0.002867836959114229,NORMAL,BENIGN,True
0.0077759942810863205,NORMAL,BENIGN,True
0.0077852336276136086,NORMAL,BENIGN,True
0.016905005036073912,NORMAL,BENIGN,True
0.017218669522290425,NORMAL,BENIGN,True
0.00802590765463465,NORMAL,BENIGN,True
0.007700396072480467,NORMAL,BENIGN,True
0.0023177383414935138,NORMAL,BENIGN,True
0.0030145266328265464,NORMAL,BENIGN,True
0.004888208413093037,NORMAL,BENIGN,True
0.0348961755184407,ANOMALY,BENIGN,False
0.005821218963990303,NORMAL,BENIGN,True
0.008319101375686658,NORMAL,BENIGN,True
0.05295109636417618,ANOMALY,BENIGN,False
0.045721127051616295,ANOMALY,BENIGN,False
0.0056782410407521,NORMAL,BENIGN,True
0.03983107875664775,ANOMALY,BENIGN,False
0.005588957195516083,NORMAL,BENIGN,True
0.006357164583655099,NORMAL,BENIGN,True
0.009935731536009748,NORMAL,BENIGN,True
0.0687296538846005,ANOMALY,BENIGN,False
0.06554211484548485,ANOMALY,BENIGN,False
0.004574080307653528,NORMAL,BENIGN,True
0.019826759425856714,NORMAL,BENIGN,True
0.05115233135561167,ANOMALY,BENIGN,False
0.006326243152852297,NORMAL,BENIGN,True
0.006451983527199076,NORMAL,BENIGN,True
0.007446349414895906,NORMAL,BENIGN,True
0.009202318774055194,NORMAL,BENIGN,True
0.004763970330992898,NORMAL,BENIGN,True
0.007297716182171392,NORMAL,BENIGN,True
0.003077483177969907,NORMAL,BENIGN,True
0.004589155775674409,NORMAL,BENIGN,True
0.00457409749213025,NORMAL,BENIGN,True
0.02993885189895152,ANOMALY,BENIGN,False
0.015191023899274266,NORMAL,BENIGN,True
0.004622346605488231,NORMAL,BENIGN,True
0.012106724319304134,NORMAL,BENIGN,True
0.023082970532399504,ANOMALY,BENIGN,False
0.003554012230587746,NORMAL,BENIGN,True
0.04255313442298899,ANOMALY,BENIGN,False
0.018021662059857183,NORMAL,BENIGN,True
0.008231843191972121,NORMAL,BENIGN,True
0.034022340401107576,ANOMALY,BENIGN,False
0.004965473764647094,NORMAL,BENIGN,True
0.006057712652496815,NORMAL,BENIGN,True
0.04194853576952782,ANOMALY,BENIGN,False
