RMSE_Score,Prediction,True_Label,Correct
0.006404860200123783,NORMAL,BENIGN,True
0.00537589341416558,NORMAL,BENIGN,True
0.005676532408635848,NORMAL,BENIGN,True
0.0595009878217373,ANOMALY,BENIGN,False
0.006404821590466808,NORMAL,BENIGN,True
0.005889209835219214,NORMAL,BENIGN,True
0.006510274230253694,NORMAL,BENIGN,True
0.006052329531982402,NORMAL,BENIGN,True
0.004718294321350001,NORMAL,BENIGN,True
0.005954939786119227,NORMAL,BENIGN,True
0.0064695050181501285,NORMAL,BENIGN,True
0.006976509014062787,NORMAL,BENIGN,True
0.00595924454827162,NORMAL,BENIGN,True
0.005922532834878098,NORMAL,BENIGN,True
0.05415254172352267,ANOMALY,BENIGN,False
0.0075889707398978405,NORMAL,BENIGN,True
0.007195696353295745,NORMAL,BENIGN,True
0.007588573547972839,NORMAL,BENIGN,True
0.007196677018517373,NORMAL,BENIGN,True
0.007195358287151921,NORMAL,BENIGN,True
0.03803854161159616,ANOMALY,BENIGN,False
0.007588374857974421,NORMAL,BENIGN,True
0.023891811051728717,ANOMALY,BENIGN,False
0.00742393377270095,NORMAL,BENIGN,True
0.006496613621738902,NORMAL,BENIGN,True
0.002629644590118956,NORMAL,BENIGN,True
0.06183253985633637,ANOMALY,BENIGN,False
0.006999541185192343,NORMAL,BENIGN,True
0.006003016497969609,NORMAL,BENIGN,True
0.006449160185500216,NORMAL,BENIGN,True
0.006470515342694805,NORMAL,BENIGN,True
0.005833477278510112,NORMAL,BENIGN,True
0.006465119259605512,NORMAL,BENIGN,True
0.006485256103238519,NORMAL,BENIGN,True
0.006488918410152808,NORMAL,BENIGN,True
0.006999411410515823,NORMAL,BENIGN,True
0.002957563644042646,NORMAL,BENIGN,True
0.002957395518885903,NORMAL,BENIGN,True
0.02057335447771167,ANOMALY,BENIGN,False
0.005161026311685149,NORMAL,BENIGN,True
0.005005934075213808,NORMAL,BENIGN,True
0.005015129665184269,NORMAL,BENIGN,True
0.0069559080917846565,NORMAL,BENIGN,True
0.0030604062884870185,NORMAL,BENIGN,True
0.003025638242383388,NORMAL,BENIGN,True
0.006664119099414312,NORMAL,BENIGN,True
0.005876306835001131,NORMAL,BENIGN,True
0.006574512508616777,NORMAL,BENIGN,True
0.0058759172648294505,NORMAL,BENIGN,True
0.006505953250664505,NORMAL,BENIGN,True
0.00650507320275463,NORMAL,BENIGN,True
0.005748348196767707,NORMAL,BENIGN,True
0.0065926369020566184,NORMAL,BENIGN,True
0.004692111201371749,NORMAL,BENIGN,True
0.006592740339978811,NORMAL,BENIGN,True
0.006415804111435075,NORMAL,BENIGN,True
0.00473985206723667,NORMAL,BENIGN,True
0.004483979147239244,NORMAL,BENIGN,True
0.02637476465158684,ANOMALY,BENIGN,False
0.004746229600884775,NORMAL,BENIGN,True
0.04660671327473802,ANOMALY,BENIGN,False
0.0029689251755048453,NORMAL,BENIGN,True
0.002969101361132539,NORMAL,BENIGN,True
0.0051360603354912845,NORMAL,BENIGN,True
0.004467381508382519,NORMAL,BENIGN,True
0.005824559169754102,NORMAL,BENIGN,True
0.005669394097439112,NORMAL,BENIGN,True
0.0045168470291591335,NORMAL,BENIGN,True
0.006690316172164984,NORMAL,BENIGN,True
0.005919136273929895,NORMAL,BENIGN,True
0.006110803227190401,NORMAL,BENIGN,True
0.05415212869373085,ANOMALY,BENIGN,False
0.005355357239697198,NORMAL,BENIGN,True
0.007860692360119433,NORMAL,BENIGN,True
0.018551386865361723,NORMAL,BENIGN,True
0.023717641183455852,ANOMALY,BENIGN,False
0.01705884810896585,NORMAL,BENIGN,True
0.00707448491959974,NORMAL,BENIGN,True
0.008252340708530176,NORMAL,BENIGN,True
0.006668961405196409,NORMAL,BENIGN,True
0.07169144417314122,ANOMALY,BENIGN,False
0.07169474346433556,ANOMALY,BENIGN,False
0.010862173950972694,NORMAL,BENIGN,True
0.010882528912309942,NORMAL,BENIGN,True
0.010863885443677368,NORMAL,BENIGN,True
0.01087131297653889,NORMAL,BENIGN,True
0.010877493336098191,NORMAL,BENIGN,True
0.02949833405557155,ANOMALY,BENIGN,False
0.00674953149644457,NORMAL,BENIGN,True
0.01418097051883393,NORMAL,BENIGN,True
0.06894946069852807,ANOMALY,BENIGN,False
0.007914524195816314,NORMAL,BENIGN,True
0.009981801152843351,NORMAL,BENIGN,True
0.014905001748609084,NORMAL,BENIGN,True
0.006771512585568814,NORMAL,BENIGN,True
0.006787883706831665,NORMAL,BENIGN,True
0.032843197725000786,ANOMALY,BENIGN,False
0.00695427059707282,NORMAL,BENIGN,True
0.007344824472681804,NORMAL,BENIGN,True
0.056299045121892634,ANOMALY,BENIGN,False
